teamAbbr,teamEFG%,teamTO%,teamOREB%,teamFTA,teamFGA,opptEFG%,opptTO%,opptOREB%,opptFTA,opptFGA,teamRslt
OKC,0.513,13,21.1,19,79,0.522,6.6,21.6,18,91,Loss
ORL,0.388,9.7,17.9,31,89,0.556,17.2,25.6,16,89,Loss
POR,0.447,15.6,21.7,16,85,0.554,12.7,31.1,10,92,Loss
TOR,0.604,12.7,19.5,11,91,0.422,11.5,15.8,22,90,Win
DEN,0.443,15.5,30.2,11,88,0.619,9.5,31,26,84,Loss
BOS,0.46,9.3,7.5,24,87,0.342,9.8,32.3,34,95,Win
LAC,0.6,6.4,18.6,27,90,0.603,8.4,16.3,24,87,Win
MIL,0.665,16.7,9.4,17,82,0.565,16.6,13,14,84,Win
IND,0.56,12.7,15.2,28,84,0.54,14,18.9,52,75,Loss
HOU,0.495,13.5,7.8,23,92,0.522,12.3,14.3,34,92,Loss
LAL,0.564,14.9,27.9,43,78,0.474,9.6,14,19,95,Win
BOS,0.537,12.9,24.4,29,82,0.482,7.6,20,34,82,Win
LAC,0.536,7.5,15.7,32,97,0.563,8.8,25,24,104,Loss
TOR,0.663,8.3,27.3,22,101,0.495,11.1,21.1,33,98,Win
DEN,0.575,5.4,35.4,13,100,0.671,10.1,20.7,36,73,Loss
MIL,0.588,10.7,17.4,21,91,0.517,14.3,10.9,20,87,Win
HOU,0.577,12.8,17.8,10,91,0.552,12.5,22,28,86,Loss
IND,0.5,15,10.4,11,80,0.484,11.8,37,14,91,Loss
LAL,0.661,12.3,32.4,30,87,0.517,14.2,37,31,89,Win
UTA,0.603,15,10.8,16,78,0.6,8.9,13.9,16,85,Loss
DAL,0.518,11.6,14.6,33,85,0.762,13.2,25,34,84,Loss
ORL,0.473,9.6,14,21,94,0.545,12.3,15.2,27,88,Loss
OKC,0.353,15,25,23,92,0.525,9.4,18.9,14,100,Loss
POR,0.543,15.4,22.7,26,93,0.625,14.6,17.5,26,88,Loss
BOS,0.572,19.3,13.2,21,83,0.429,12.6,13.5,29,84,Win
LAC,0.544,11.8,19,13,91,0.483,11,15.4,17,90,Win
DEN,0.676,15.4,21.9,26,71,0.573,10.2,12.2,30,75,Win
MIA,0.536,14.3,30.8,27,84,0.6,18,17.1,26,75,Win
HOU,0.542,19.8,8.9,12,84,0.494,16.4,21.3,18,89,Loss
BOS,0.52,16.3,10.5,25,76,0.461,10.9,14.9,19,90,Win
UTA,0.43,12.3,20.8,15,79,0.422,10.1,17.4,13,83,Loss
MIA,0.562,9.5,17.5,32,81,0.476,12.1,35.4,39,85,Win
OKC,0.566,19.8,17.5,21,76,0.494,11.1,22,19,88,Loss
TOR,0.54,12,14,16,88,0.524,13.2,17.5,21,83,Win
DEN,0.476,13.7,25,27,83,0.631,13.3,24.3,17,84,Loss
MIL,0.483,9.3,16.7,21,88,0.564,10.6,20,34,78,Loss
HOU,0.568,13.1,11.4,27,81,0.488,14.1,21.3,19,83,Win
TOR,0.494,11.3,17,19,86,0.487,13.9,15.4,27,75,Win
DEN,0.533,10.9,29.8,17,91,0.46,14.4,38,29,88,Win
MIL,0.549,10.6,20.5,22,92,0.539,13.2,14,20,90,Win
HOU,0.59,16.2,20,23,78,0.639,14.2,25,18,83,Loss
BOS,0.565,11,13.3,27,77,0.459,12.5,19.6,13,85,Win
LAC,0.62,16.4,9.7,26,75,0.527,10.9,17.4,10,94,Win
MIA,0.555,20.1,15.2,24,73,0.412,9.7,23.2,26,91,Win
LAL,0.615,12.9,27.3,23,78,0.543,9.4,15,14,81,Win
TOR,0.53,9.7,15.4,25,101,0.535,12.2,26.9,18,100,Win
LAC,0.468,8.9,21.4,30,79,0.463,15,13.5,26,68,Win
LAL,0.54,14.4,32.4,16,88,0.538,16.3,2.4,39,65,Win
DEN,0.556,10.7,16.2,25,81,0.511,8.6,20.8,17,88,Win
BOS,0.459,9.4,21.3,23,86,0.467,17.8,17.1,19,75,Win
HOU,0.444,10.8,17,24,89,0.655,18,21.4,29,74,Loss
LAC,0.474,12.6,20.5,27,78,0.622,14,17.6,27,74,Loss
MIA,0.565,11,18.4,28,85,0.528,9.2,15,23,88,Win
DEN,0.578,19.2,30.6,16,77,0.428,9.3,22.2,16,90,Win
MIA,0.522,8.6,23.9,14,90,0.569,19.5,18.2,24,72,Win
DEN,0.548,14.4,27.3,28,83,0.596,10,26.3,37,83,Loss
BOS,0.535,12.5,25,30,85,0.459,11.5,23.1,34,85,Win
DEN,0.527,17.7,18.4,33,74,0.524,20.1,35.1,19,83,Loss
LAL,0.554,14.7,10.3,22,83,0.623,17.3,30,29,73,Loss
BOS,0.561,17.2,28.6,21,82,0.484,7.2,22.7,27,91,Loss
LAL,0.538,8.6,30.8,35,80,0.571,11.2,17.1,23,77,Win
MIA,0.494,10.8,14,29,86,0.516,9.4,28.9,29,93,Loss
DEN,0.467,9.8,19.1,26,90,0.604,12.7,15.6,29,77,Loss
BOS,0.51,8.7,25.5,15,99,0.644,11.6,6.5,26,80,Loss
MIA,0.489,7.8,10,14,89,0.542,11.1,22.5,27,84,Loss
GSW,0.424,14.2,22.8,23,99,0.538,15.9,27.7,32,92,Loss
LAC,0.548,13.6,22.9,19,93,0.525,16.7,21.6,31,81,Win
CHO,0.589,13.4,16.7,15,90,0.609,15.8,29.4,20,87,Loss
NYK,0.529,14.4,11.1,23,85,0.532,10.9,22.2,29,94,Loss
MIA,0.548,19.4,18.9,19,83,0.534,14.4,23.4,30,88,Loss
WAS,0.535,16.6,11.9,23,85,0.517,13.8,22.2,30,87,Loss
NOP,0.644,21.3,22.2,20,80,0.506,17.5,15.9,12,89,Win
MIL,0.589,14,28.9,18,90,0.564,5.4,19.6,11,101,Loss
ATL,0.625,18.5,21.6,29,80,0.46,13.1,17.4,28,87,Win
SAS,0.558,8.5,17.8,29,95,0.568,9.7,11.1,18,95,Win
DET,0.527,11.1,16.3,8,93,0.494,9.9,24.5,28,88,Loss
SAC,0.49,10.8,33.3,31,102,0.52,12.1,21.7,24,98,Win
UTA,0.559,9.7,26.1,19,94,0.467,5.7,11.3,17,92,Win
DAL,0.476,10.2,12.5,26,85,0.551,16.5,15.4,27,79,Loss
NOP,0.462,17,26.2,33,78,0.613,16.6,11.8,23,75,Loss
GSW,0.394,9.1,16.9,25,99,0.667,14.4,25,26,90,Loss
BRK,0.638,14.3,25,31,76,0.418,12.4,37,19,98,Win
DAL,0.572,8.7,7.7,26,83,0.665,13.6,41.5,24,91,Loss
LAC,0.682,17.6,29,24,74,0.525,12.1,25.6,31,81,Win
ATL,0.5,12.4,26,38,89,0.468,8.6,18,29,93,Win
OKC,0.511,14,20.9,24,88,0.468,10.8,22.4,32,93,Win
CLE,0.551,13.8,13,30,99,0.49,16.4,18.5,32,98,Win
ORL,0.563,10.8,23.4,29,95,0.553,11.5,14,28,95,Win
PHI,0.528,10.9,28.6,22,88,0.434,14.7,27.1,23,83,Win
IND,0.608,13.6,24.3,19,93,0.462,16.4,24.5,25,91,Win
TOR,0.536,9.7,20.4,15,96,0.54,13,28,16,100,Loss
MIN,0.51,7.6,24,18,101,0.436,14,40.4,37,94,Win
HOU,0.58,13.7,22.7,32,87,0.554,10.4,25.6,23,102,Loss
PHO,0.474,9.6,19.6,13,98,0.483,15.2,33.3,33,86,Loss
DAL,0.575,5.7,26.2,27,87,0.368,12.4,10.4,20,76,Win
SAS,0.489,14,8.5,8,89,0.41,7,23.2,29,94,Loss
ORL,0.488,9,24.4,38,85,0.526,11.2,27.7,13,97,Win
BRK,0.53,17,13.3,25,82,0.5,10.4,24.5,17,96,Loss
PHI,0.494,19.1,19,22,79,0.577,14,26.2,16,91,Loss
MIL,0.468,9.3,30.9,29,95,0.635,13.4,22.9,27,85,Loss
BOS,0.563,16.7,17.1,24,79,0.551,14.5,19,15,88,Loss
GSW,0.49,9.3,17.5,30,104,0.61,19.4,18.4,31,86,Win
PHO,0.564,8.3,18.2,11,94,0.539,14.7,7.7,25,76,Win
MIN,0.398,13.5,29.3,14,103,0.628,14.8,13.9,18,90,Loss
MEM,0.48,14.6,30.2,29,98,0.48,13.7,24.5,17,100,Win
DET,0.505,6.9,31.5,24,98,0.61,11.9,20.5,32,82,Loss
UTA,0.576,14.8,21.1,14,86,0.552,13.7,16.7,19,86,Win
HOU,0.547,13.5,10.9,23,86,0.609,12.2,25,32,87,Loss
POR,0.554,8.4,16.7,15,92,0.529,12.9,13.6,18,87,Win
NYK,0.519,22.1,32.6,21,79,0.403,11.7,25.5,22,88,Win
GSW,0.592,17.1,12.1,36,76,0.451,12.5,30.8,29,92,Win
BOS,0.556,12.7,27.3,37,80,0.583,13.3,11.4,16,84,Win
CHI,0.523,12.2,11.4,32,87,0.5,16.6,20,26,84,Win
TOR,0.45,16.5,18.2,14,90,0.429,15.4,19.6,33,84,Loss
MIL,0.712,14.7,27,15,92,0.538,19.5,7.9,18,79,Win
ORL,0.547,9.6,24.5,16,96,0.557,17.3,22.7,19,87,Win
NOP,0.5,15.9,18.4,18,77,0.554,9.8,26.1,19,84,Loss
DEN,0.611,17.5,21.9,20,81,0.574,8.8,27.3,22,94,Loss
MIN,0.489,12.7,22,17,89,0.625,12,20,16,88,Loss
MIL,0.471,10.8,27.6,13,102,0.579,18.8,24.4,29,82,Loss
ATL,0.566,9.5,35.4,35,99,0.635,6.8,19.6,23,100,Loss
MEM,0.478,17.5,30.4,25,93,0.626,14.1,23.8,14,91,Loss
CHO,0.601,19.8,31.6,21,84,0.46,12.1,25.5,33,87,Win
LAL,0.646,15.8,17.9,20,82,0.517,9.3,14.9,23,87,Win
POR,0.5,15.7,12.2,34,76,0.589,8.7,23.4,22,95,Loss
CLE,0.524,16.3,23.9,24,82,0.575,12.5,22,24,87,Loss
CHI,0.62,12.7,24.3,25,92,0.583,12.1,20.5,41,84,Win
PHI,0.566,12.5,15.6,15,91,0.384,9.5,17.5,21,95,Win
SAC,0.526,12.3,28.6,24,96,0.599,15.7,24.4,25,86,Loss
NYK,0.381,13.4,17,20,88,0.512,14.8,18.8,21,83,Loss
NOP,0.555,11.6,29.8,19,91,0.469,18,13.7,15,80,Win
PHO,0.589,14.5,12.2,10,84,0.488,12.3,21.7,19,84,Win
MEM,0.556,13.7,23.8,10,90,0.459,15.9,20.8,21,86,Win
MIA,0.417,13.6,10,25,78,0.487,15.4,10,23,78,Loss
BOS,0.518,17.6,16.3,14,83,0.472,16.4,24.5,20,88,Loss
ATL,0.548,8.3,22.2,14,93,0.448,13.5,20.8,23,86,Win
CHI,0.471,17.3,13.3,20,87,0.624,14.8,12.2,30,85,Loss
WAS,0.64,14,20,21,89,0.551,17.1,23.9,21,88,Win
LAL,0.475,10.7,30.2,16,101,0.5,11.9,16,26,85,Win
PHO,0.572,16.6,21.1,21,76,0.523,10.6,21.6,16,86,Win
LAC,0.465,7.7,26.7,24,85,0.545,12,29.5,14,89,Loss
POR,0.543,8.7,16.3,30,92,0.437,13.8,6.5,33,79,Win
SAC,0.439,12.4,25,21,90,0.525,12.5,15.4,23,81,Loss
NYK,0.578,14.5,27,13,83,0.518,8,10.9,18,84,Win
OKC,0.517,9.5,13,21,86,0.417,5,24.6,12,108,Win
CHO,0.484,10.4,26.9,26,92,0.696,19,21.2,24,79,Loss
CLE,0.456,13.2,31.3,17,91,0.476,17.6,32.6,19,85,Win
TOR,0.495,8,21.7,27,91,0.506,10.4,31.8,47,83,Loss
BOS,0.649,15.5,32.4,13,87,0.57,8.5,21.6,25,86,Win
WAS,0.471,5.6,22.8,34,104,0.58,17.4,16.3,31,81,Win
LAL,0.528,9.3,25,19,89,0.458,10,27.5,8,95,Win
DEN,0.592,12.9,32.5,21,92,0.576,13.2,23.1,16,85,Win
UTA,0.669,16.3,22.5,19,89,0.448,5.8,22.6,21,105,Win
DAL,0.5,12.9,22.9,27,89,0.535,14,26.8,30,85,Loss
LAC,0.584,9.9,19.5,19,83,0.56,13,19.4,28,75,Win
POR,0.49,9.6,22.2,33,98,0.631,12.7,28.2,34,88,Loss
CLE,0.447,13.4,20,12,85,0.517,16.9,40.9,13,88,Loss
CHO,0.494,14.3,16.3,22,86,0.542,8.7,26.4,23,95,Loss
NYK,0.547,13.5,26.8,25,85,0.517,11,22.7,23,87,Win
OKC,0.449,14.2,12.2,27,79,0.667,13.6,11.1,18,81,Loss
BOS,0.577,16.1,29.3,34,84,0.472,8.6,15.4,38,90,Win
DAL,0.573,14.2,26.3,20,82,0.461,11.4,14.6,36,77,Win
DET,0.526,7.2,12.5,12,98,0.659,17.1,21.9,16,85,Loss
IND,0.586,12.4,10.9,13,93,0.48,13.9,30.2,24,101,Win
SAC,0.433,11.6,19.6,39,90,0.644,9.6,6.8,14,97,Loss
UTA,0.448,13.3,17.3,27,86,0.634,10.7,20,16,93,Loss
LAL,0.489,15.6,21.4,11,87,0.471,12.3,10.4,13,87,Win
MIN,0.522,12,23.8,27,91,0.57,12.4,23.8,45,79,Loss
SAS,0.563,9,22.4,11,96,0.587,12.4,17.5,13,86,Win
CHI,0.527,13.2,23.4,18,91,0.516,9.8,19.6,17,94,Win
HOU,0.531,14.8,13.9,26,81,0.522,8.2,17.1,26,89,Loss
CLE,0.447,9.4,27.1,26,85,0.568,14.4,20,18,81,Loss
WAS,0.585,10.6,20.9,35,94,0.728,14.3,3.7,33,81,Loss
CHO,0.441,8.3,15.1,33,85,0.411,11.1,22.6,18,96,Win
BOS,0.485,6.3,30.8,12,99,0.512,8,14,26,81,Win
UTA,0.516,12.7,21.3,11,91,0.563,11.2,25.6,19,87,Loss
DET,0.459,7.6,28.3,30,97,0.65,12.4,22,21,90,Loss
OKC,0.569,13,8.5,16,87,0.517,13.1,20.9,23,89,Win
TOR,0.582,11.4,23.3,32,79,0.608,9.7,20,24,83,Loss
LAC,0.512,17.1,30.8,25,81,0.5,12.1,18.2,19,86,Win
CHI,0.602,12.3,27,15,93,0.593,6.4,26.7,27,91,Loss
PHI,0.523,17.3,9.8,20,87,0.531,9.9,20.4,29,97,Loss
CLE,0.538,14.8,15.9,16,79,0.5,17.2,26.8,8,83,Win
DAL,0.575,11.4,15.6,31,87,0.521,10.9,19.6,21,97,Win
SAS,0.554,5.7,13.3,17,92,0.558,12,20.9,21,86,Win
MIN,0.495,13,28.3,33,93,0.644,13,15.4,23,90,Loss
PHO,0.544,17.8,19.6,13,91,0.472,12,18,29,90,Loss
WAS,0.528,15.2,15.6,16,88,0.547,17.5,26.2,30,86,Loss
CHO,0.563,12.5,38.1,25,87,0.591,17.7,25.6,26,77,Win
OKC,0.5,10.3,22.4,21,87,0.401,3.7,17.7,20,96,Win
ORL,0.427,11.1,17.6,16,89,0.681,7.7,17.5,11,91,Loss
BRK,0.556,18.1,10.5,21,81,0.526,10.3,24,14,98,Loss
UTA,0.634,8.9,21.7,13,97,0.515,10.1,18.4,21,98,Win
LAC,0.566,16.9,25.6,13,83,0.61,14.3,25,18,82,Loss
CHI,0.56,11,22,14,91,0.58,13.9,23.8,27,81,Loss
TOR,0.692,10.6,34.3,22,91,0.66,10.5,8.6,28,81,Win
DEN,0.567,15,34.9,15,90,0.471,13,40,10,103,Win
ATL,0.461,12.1,32.7,28,89,0.617,14.6,16.7,24,77,Loss
PHO,0.574,1.9,9.3,17,94,0.543,8.9,26.5,24,92,Win
MIA,0.581,13.3,23.8,26,93,0.52,5.1,12.1,28,99,Win
CLE,0.454,13.8,29.2,16,87,0.512,14,25,18,84,Loss
SAS,0.5,5,22.2,29,101,0.578,13.4,23.4,17,96,Win
ORL,0.461,8.4,20.8,22,89,0.62,16.4,15.4,18,79,Loss
POR,0.525,6.8,18,23,100,0.457,13.5,12.8,35,81,Win
UTA,0.494,12.4,36.4,22,82,0.391,6.8,19,21,87,Win
CHI,0.727,20.7,11.5,17,77,0.598,8.8,25.5,25,92,Loss
OKC,0.628,9.3,7.5,17,90,0.565,15.1,16.2,24,85,Win
DEN,0.625,11.8,22.2,12,84,0.473,15.8,18.6,25,74,Win
LAL,0.56,13.6,25,24,91,0.478,17.3,25,23,90,Win
SAS,0.426,9.1,17.3,14,94,0.475,12.5,20,23,81,Loss
TOR,0.474,8.6,25,22,96,0.478,12.9,25.5,19,93,Loss
NYK,0.443,14.5,34.7,17,87,0.571,10.2,13.5,23,78,Loss
MEM,0.545,14.7,18.9,21,78,0.518,16.2,23.3,14,82,Win
MIL,0.577,12.3,27.5,20,91,0.489,15.7,31.9,13,91,Win
PHO,0.471,5.6,17,30,87,0.603,6.3,29.2,28,92,Loss
PHI,0.446,8.4,17,13,92,0.46,6.7,25.5,27,99,Loss
TOR,0.556,13.7,17.1,12,89,0.542,12.1,18.2,25,83,Loss
IND,0.552,10.3,21.3,18,97,0.649,16.1,20.6,23,84,Loss
MIA,0.553,13.6,28,24,104,0.583,13.1,33.3,25,102,Loss
DEN,0.602,12,21.4,16,88,0.709,17.4,25.8,15,79,Loss
UTA,0.643,15.2,26.3,12,84,0.433,11.1,24,14,90,Win
LAL,0.583,17.3,25.6,27,84,0.454,11.1,18.5,16,97,Win
SAS,0.484,3.7,13.5,22,95,0.476,12,15.2,29,83,Win
IND,0.494,12.4,21.7,25,88,0.455,13.2,20,22,89,Win
DAL,0.495,8.8,25.5,16,96,0.43,9.4,26.8,14,100,Win
MIL,0.594,13.3,22.7,14,85,0.467,13.6,25.5,22,92,Win
BRK,0.571,5.7,27.9,17,91,0.538,8.5,26.1,12,92,Win
MEM,0.509,5.9,28.8,13,106,0.483,10.7,25.6,24,90,Win
LAL,0.584,7.9,26.7,22,95,0.488,10.4,19.1,19,86,Win
NOP,0.534,8.7,26.7,16,88,0.595,10.4,7.7,27,74,Loss
POR,0.617,7.3,26.1,27,90,0.637,12,23.5,26,84,Win
MIA,0.568,17.8,23.1,26,81,0.64,16.3,13.5,24,82,Loss
HOU,0.564,16,24.4,19,86,0.505,9.2,20.4,16,92,Win
CHO,0.569,16.3,34.1,12,87,0.568,15.4,30.2,13,88,Loss
GSW,0.537,17.2,11.1,24,81,0.517,11.3,20.8,27,90,Loss
IND,0.527,10.7,31,18,92,0.443,16.5,27.5,10,87,Win
ORL,0.441,9.6,27.8,22,94,0.608,9.4,16.2,19,88,Loss
NYK,0.543,11.9,17.1,16,82,0.513,13.8,30.4,34,79,Loss
DAL,0.531,8.1,21.2,13,97,0.521,8.5,28.6,25,96,Loss
CHI,0.588,19,19.6,25,91,0.529,8.7,13,24,105,Loss
ATL,0.44,13.2,16.3,15,92,0.576,16.2,26.7,14,92,Loss
NOP,0.529,18.3,24.4,8,86,0.5,5.4,26,26,93,Loss
LAC,0.685,8.4,34.3,20,89,0.518,13.1,20.5,17,85,Win
HOU,0.44,18.7,22.6,27,84,0.425,9.8,30.4,23,100,Loss
ORL,0.537,10.5,19.6,16,95,0.641,17.6,12.1,25,78,Loss
CHO,0.523,12.3,25,29,87,0.541,13.3,16.3,26,86,Loss
PHI,0.482,18.3,31.9,32,84,0.475,9.3,22.4,18,99,Loss
DET,0.604,10.1,27.8,15,91,0.567,21.8,14.7,27,67,Win
ATL,0.471,11.6,15.6,28,87,0.461,5.9,29.3,20,103,Loss
NYK,0.55,15.2,25.6,21,80,0.339,14.9,24.6,29,84,Win
CHI,0.547,11.6,12.5,33,85,0.484,13.6,22.2,19,93,Win
UTA,0.612,12.8,19.4,28,76,0.47,7.8,44.2,15,100,Win
NOP,0.594,11.5,35.9,34,85,0.588,9.2,19,18,91,Win
IND,0.478,14.3,12.2,16,89,0.661,14.3,25,20,87,Loss
ORL,0.407,10.6,20,16,86,0.385,5.6,24.1,34,87,Loss
MIN,0.473,15.5,18,16,91,0.538,21.1,18.9,25,79,Loss
SAS,0.617,11,31.6,16,90,0.489,11.7,18.2,19,90,Win
PHO,0.54,15.9,27.9,16,88,0.56,14,22,20,83,Loss
MIL,0.49,4.1,20.8,24,105,0.637,15.4,18.9,21,84,Loss
DAL,0.433,14.6,17.8,27,82,0.568,12.7,23.1,18,88,Loss
HOU,0.619,15.1,5.1,17,88,0.576,14.4,22.7,21,92,Loss
DET,0.543,14.7,24.4,24,82,0.653,17.8,18.5,19,75,Loss
GSW,0.575,11.9,11.6,20,87,0.536,14.1,30.8,33,83,Win
OKC,0.5,16.5,18.4,23,86,0.505,11.2,36,14,105,Loss
NOP,0.484,7.3,18.9,15,95,0.629,13.1,28.2,17,85,Loss
BRK,0.524,12,25.5,27,106,0.606,10.6,23.5,21,109,Loss
DAL,0.567,7.1,23.1,17,97,0.533,9,16.7,21,92,Win
BOS,0.539,14.1,25,20,89,0.519,8.4,23.9,45,78,Loss
DET,0.505,11,14.9,19,97,0.485,10,39.7,38,100,Loss
MIA,0.6,17.1,21.6,17,80,0.489,11.1,24,18,88,Win
ORL,0.446,9.8,27.1,21,92,0.512,12.5,18.6,14,85,Win
PHO,0.517,14.9,20,19,89,0.477,14.1,15.9,22,88,Win
SAS,0.394,8.5,21.4,31,94,0.588,12.3,24.4,20,91,Loss
SAC,0.529,16.5,8.7,12,86,0.57,14.6,14.6,18,86,Loss
LAL,0.574,9.6,12.8,15,88,0.557,13.2,13.5,12,87,Win
NYK,0.53,9.9,22.9,41,82,0.436,8.8,17,39,86,Win
NOP,0.559,14.8,24.4,30,85,0.597,13.2,20.5,25,88,Loss
CHI,0.589,12.1,30.6,12,96,0.535,17.9,30,25,85,Win
HOU,0.463,11.9,25.5,20,95,0.47,16.2,27.5,37,82,Win
ORL,0.548,11.8,26.5,24,94,0.559,9,18.2,18,93,Loss
BRK,0.563,10.4,14,17,87,0.563,10.6,36.1,32,87,Loss
BOS,0.522,10,22.2,20,90,0.63,17.2,31.3,24,81,Loss
MIA,0.474,18.9,10.8,10,77,0.565,19.3,30,9,84,Loss
ATL,0.548,14.3,30.2,30,83,0.473,11.7,19.2,12,93,Win
DAL,0.559,4.7,14.9,20,93,0.528,6.4,20.5,30,89,Win
OKC,0.552,10.6,9.3,13,87,0.571,12,26.5,25,84,Loss
DEN,0.544,7.5,21.7,19,103,0.59,13.7,21.4,15,94,Win
NYK,0.41,9.5,27.1,25,94,0.484,5.6,22.6,21,91,Loss
MIA,0.545,7.2,5,32,89,0.645,14.5,23.7,26,83,Loss
PHI,0.506,13.1,25.5,38,83,0.512,13.1,17.8,30,86,Win
NOP,0.517,16.8,21.7,28,87,0.495,9.3,30.4,37,91,Loss
LAL,0.481,16.3,12.5,31,79,0.44,16.1,21.3,22,84,Win
HOU,0.64,12.4,33.3,29,86,0.476,9,20.4,40,83,Win
DEN,0.49,12.6,21.8,32,97,0.48,7.6,11.7,18,102,Win
GSW,0.527,9.9,8.5,15,93,0.585,13.4,31.1,22,94,Loss
TOR,0.494,13.6,25.5,26,90,0.477,15.7,26.7,22,87,Win
OKC,0.479,9,24,14,95,0.522,9.2,17,16,92,Loss
CLE,0.459,14.5,20.8,34,85,0.634,12.5,36.1,27,93,Loss
CHO,0.557,11.2,22,16,88,0.546,13.9,24.4,13,87,Win
ATL,0.59,8.9,12.2,22,83,0.604,13.5,42.1,27,91,Loss
WAS,0.5,12.5,23.5,14,92,0.578,7.4,11.6,11,96,Loss
NYK,0.523,11,30.2,25,86,0.572,10.6,20.9,23,83,Loss
PHI,0.473,8.1,26.5,20,94,0.621,17.2,32.4,38,70,Loss
TOR,0.484,8.7,25.5,27,93,0.59,11.7,21.2,45,78,Loss
CHO,0.5,12.2,22,27,89,0.585,13.3,25,22,88,Loss
MIA,0.435,11.6,15.7,17,84,0.465,6.9,14,22,85,Loss
LAL,0.54,11.6,34.1,28,87,0.517,15.1,37.5,22,86,Win
DEN,0.601,14.9,35,28,79,0.554,10.4,18.6,24,84,Win
BOS,0.592,11.1,15.8,20,87,0.563,16.3,19.1,10,88,Win
MIN,0.457,14.6,34,25,94,0.573,12.5,32.6,37,89,Loss
OKC,0.619,7.4,20.5,35,84,0.541,6.9,30.6,21,98,Win
LAC,0.449,10.8,26,22,89,0.525,13.3,21.4,25,80,Loss
WAS,0.418,17.4,25,23,85,0.489,11.4,17.4,29,88,Loss
NYK,0.494,10.8,20,17,83,0.484,5.6,32.7,22,92,Loss
IND,0.602,11.4,28.2,12,88,0.483,10,23.4,21,90,Win
DET,0.518,18.8,31,29,82,0.603,14.1,22.9,23,87,Loss
SAC,0.565,12.7,36.2,26,92,0.469,11.9,34,18,96,Win
BRK,0.587,7.8,30.6,20,98,0.548,7.8,32.4,28,94,Win
DEN,0.533,11.8,27.3,11,92,0.456,15.9,14,11,80,Win
LAL,0.523,10.2,16.2,25,86,0.535,10.2,18.4,26,85,Loss
MIL,0.516,11.8,28,26,93,0.521,10,18.2,12,94,Win
BOS,0.48,8.8,26,14,98,0.61,17.6,25.7,16,82,Loss
WAS,0.473,9.8,22.4,21,92,0.612,12.3,30,24,89,Loss
OKC,0.541,13.3,11.1,14,85,0.458,11.5,17.3,12,95,Win
DAL,0.527,7.8,9.3,9,91,0.549,8.2,25.6,21,91,Loss
MIN,0.506,14.3,23.9,33,87,0.618,18.1,28.2,23,85,Loss
POR,0.511,13.5,21.3,8,93,0.494,11.7,20.4,18,90,Loss
LAL,0.477,10.5,26.7,12,88,0.54,7.9,13.5,13,87,Loss
LAC,0.511,11,26,22,87,0.517,11.9,16,15,90,Win
GSW,0.439,11.3,20,8,99,0.528,12.5,20,23,88,Loss
IND,0.546,14.7,21.4,13,87,0.6,16,23.1,9,85,Loss
ATL,0.517,11.3,26.1,34,87,0.406,10.6,27.1,38,85,Win
MIL,0.568,10.2,26.7,22,96,0.578,7.7,24.5,28,96,Loss
CLE,0.393,13.2,29.8,18,84,0.55,13,21.6,16,80,Loss
SAC,0.654,19.4,32.4,31,78,0.564,13,30.8,33,86,Win
PHI,0.494,8.8,26.1,38,87,0.488,16.7,9.3,18,82,Win
BRK,0.665,9.3,25,16,100,0.558,10.6,13,34,86,Win
LAC,0.559,10,19.6,11,94,0.416,14.9,23.1,18,89,Win
DEN,0.615,14.7,17.9,20,78,0.605,11.5,23.1,26,81,Loss
DAL,0.483,10.1,17,27,86,0.552,13.2,34.7,26,87,Loss
POR,0.608,7.7,22,19,88,0.629,14.1,29.7,15,85,Win
MIL,0.598,13.9,19,24,82,0.592,8.2,15.6,20,92,Loss
SAC,0.582,15.9,28.6,11,85,0.539,14.5,23.7,26,77,Loss
HOU,0.598,12.2,15.6,20,92,0.516,11.9,20.8,29,91,Win
LAL,0.494,13.2,28.3,19,84,0.524,14.5,22,14,82,Win
MEM,0.654,12.5,25,15,91,0.548,12.1,18.6,26,83,Win
PHO,0.519,12.1,22,31,81,0.584,14.4,13.2,14,83,Win
DET,0.435,13.3,15.2,32,77,0.624,13,20.5,10,89,Loss
LAC,0.648,7,21.2,28,81,0.541,6.7,24.4,28,85,Win
UTA,0.56,13.2,23.8,39,75,0.644,7.7,20,19,87,Loss
PHI,0.533,10.2,30.4,31,92,0.548,15.4,23.1,22,84,Win
ORL,0.482,9.6,13.3,28,82,0.522,9.9,20,22,90,Loss
BRK,0.676,14.2,20,33,88,0.574,5.4,22.4,32,108,Loss
CLE,0.512,16.8,27,23,84,0.538,7.6,13.5,15,91,Loss
LAL,0.565,11.2,11.8,24,77,0.545,16.6,18.2,17,78,Win
CHO,0.563,9.4,25.5,26,95,0.577,12.8,24.4,25,91,Win
NYK,0.46,10.1,25,26,87,0.54,11,17.1,20,88,Loss
MIN,0.446,7,28.8,11,102,0.458,11.7,33.3,31,84,Loss
POR,0.447,9.1,24.1,13,104,0.661,10.6,22.5,12,96,Loss
SAC,0.557,16.7,31,26,88,0.441,8.2,30.4,24,101,Win
HOU,0.618,9.3,21.3,11,102,0.511,14.1,16.7,19,89,Win
PHO,0.538,14.1,23.9,12,92,0.488,12.6,17.1,25,86,Win
MEM,0.64,8.2,23.8,18,93,0.489,12.4,18.9,22,89,Win
